국가	시점	의약품	데이터
체코	2015	항 부정맥제	8.3
체코	2015	이뇨제	49
체코	2015	진통제	23.9
체코	2015	수면제 및 진정제	20.2
체코	2015	항우울제	55
체코	2016	소화관 및 신진대사	283.9
체코	2016	제산제	0.9
체코	2016	소화성궤양 및 위장용 약물	73.5
체코	2016	당뇨 약물	89
체코	2016	심장 배당체	2.5
체코	2016	항 부정맥제	8.4
체코	2016	이뇨제	47.9
체코	2016	진통제	24.3
체코	2016	수면제 및 진정제	20.1
체코	2016	항우울제	57.1
체코	2017	소화관 및 신진대사	290.7
체코	2017	제산제	0.8
체코	2017	소화성궤양 및 위장용 약물	74.4
체코	2017	당뇨 약물	89.5
체코	2017	심장 배당체	2.4
체코	2017	항 부정맥제	8.5
체코	2017	이뇨제	48.1
체코	2017	진통제	25.5
체코	2017	수면제 및 진정제	20.9
체코	2017	항우울제	59.9
체코	2018	소화관 및 신진대사	304.5
체코	2018	제산제	0.8
체코	2018	소화성궤양 및 위장용 약물	75.1
체코	2018	당뇨 약물	90.5
체코	2018	심장 배당체	2.1
체코	2018	항 부정맥제	8.6
체코	2018	이뇨제	47.6
체코	2018	진통제	26.1
체코	2018	수면제 및 진정제	20.7
체코	2018	항우울제	61.4
체코	2019	소화관 및 신진대사	301.4
체코	2019	제산제	0.8
체코	2019	소화성궤양 및 위장용 약물	79.2
체코	2019	당뇨 약물	92.4
체코	2019	심장 배당체	2.3
체코	2019	항 부정맥제	8.9
체코	2019	이뇨제	49.5
체코	2019	향균제	16.9
체코	2019	진통제	25.8
체코	2019	수면제 및 진정제	21.5
체코	2019	항우울제	64.4
덴마크	1998	소화관 및 신진대사	93.2
덴마크	1998	제산제	8.3
덴마크	1998	소화성궤양 및 위장용 약물	18.3
덴마크	1998	당뇨 약물	19.8
덴마크	1998	심장 배당체	8.7
덴마크	1998	항 부정맥제	1.3
덴마크	1998	이뇨제	104.5
덴마크	1998	향균제	13.6
덴마크	1998	진통제	84
덴마크	1998	수면제 및 진정제	34.9
덴마크	1998	항우울제	29
덴마크	1999	소화관 및 신진대사	95.5
덴마크	1999	제산제	8
덴마크	1999	소화성궤양 및 위장용 약물	19.5
덴마크	1999	당뇨 약물	21.5
덴마크	1999	심장 배당체	8.3
덴마크	1999	항 부정맥제	1.4
덴마크	1999	이뇨제	104.2
덴마크	1999	향균제	13.1
덴마크	1999	진통제	84.9
덴마크	1999	수면제 및 진정제	33.7
덴마크	1999	항우울제	31.6
덴마크	2000	소화관 및 신진대사	101.8
덴마크	2000	제산제	7.6
덴마크	2000	소화성궤양 및 위장용 약물	20.8
덴마크	2000	당뇨 약물	23.2
덴마크	2000	심장 배당체	7.9
덴마크	2000	항 부정맥제	1.5
덴마크	2000	이뇨제	104.7
덴마크	2000	향균제	13.3
덴마크	2000	진통제	86.2
덴마크	2000	수면제 및 진정제	32.8
덴마크	2000	항우울제	35.2
덴마크	2001	소화관 및 신진대사	108.8
덴마크	2001	제산제	7.5
덴마크	2001	소화성궤양 및 위장용 약물	23.1
덴마크	2001	당뇨 약물	25
덴마크	2001	심장 배당체	7.4
덴마크	2001	항 부정맥제	1.6
덴마크	2001	이뇨제	106.1
덴마크	2001	향균제	13.8
덴마크	2001	진통제	86.6
덴마크	2001	수면제 및 진정제	32.7
덴마크	2001	항우울제	42
덴마크	2002	소화관 및 신진대사	113.4
덴마크	2002	제산제	7.4
덴마크	2002	소화성궤양 및 위장용 약물	25.2
덴마크	2002	당뇨 약물	27.3
덴마크	2002	심장 배당체	7
덴마크	2002	항 부정맥제	1.7
덴마크	2002	이뇨제	107
덴마크	2002	향균제	14.3
덴마크	2002	진통제	87.3
덴마크	2002	수면제 및 진정제	32.7
덴마크	2002	항우울제	46.9
덴마크	2003	소화관 및 신진대사	116.8
덴마크	2003	제산제	7.4
덴마크	2003	소화성궤양 및 위장용 약물	26.8
덴마크	2003	당뇨 약물	29.7
덴마크	2003	심장 배당체	6.7
덴마크	2003	항 부정맥제	1.6
덴마크	2003	이뇨제	108.7
덴마크	2003	향균제	14.6
덴마크	2003	진통제	88.6
덴마크	2003	수면제 및 진정제	32.8
덴마크	2003	항우울제	52.7
덴마크	2004	소화관 및 신진대사	122.5
덴마크	2004	제산제	7.4
덴마크	2004	소화성궤양 및 위장용 약물	28.8
덴마크	2004	당뇨 약물	32.4
덴마크	2004	심장 배당체	6.4
덴마크	2004	항 부정맥제	1.6
덴마크	2004	이뇨제	112
덴마크	2004	향균제	15.2
덴마크	2004	진통제	90.3
덴마크	2004	수면제 및 진정제	32.3
덴마크	2004	항우울제	55.4
덴마크	2005	소화관 및 신진대사	126.7
덴마크	2005	제산제	7.3
덴마크	2005	소화성궤양 및 위장용 약물	31.6
덴마크	2005	당뇨 약물	34.9
덴마크	2005	심장 배당체	6
덴마크	2005	항 부정맥제	1.6
덴마크	2005	이뇨제	112.9
덴마크	2005	향균제	15.8
덴마크	2005	진통제	92.3
덴마크	2005	수면제 및 진정제	31.4
덴마크	2005	항우울제	60.1
덴마크	2006	소화관 및 신진대사	132.5
덴마크	2006	제산제	7.6
덴마크	2006	소화성궤양 및 위장용 약물	34.6
덴마크	2006	당뇨 약물	37.2
덴마크	2006	심장 배당체	5.7
덴마크	2006	항 부정맥제	1.6
덴마크	2006	이뇨제	113.6
덴마크	2006	향균제	16.3
덴마크	2006	진통제	93.9
덴마크	2006	수면제 및 진정제	30.1
덴마크	2006	항우울제	64.9
덴마크	2007	소화관 및 신진대사	138
덴마크	2007	제산제	7.6
덴마크	2007	소화성궤양 및 위장용 약물	38
덴마크	2007	당뇨 약물	39.9
덴마크	2007	심장 배당체	5.4
덴마크	2007	항 부정맥제	1.6
덴마크	2007	이뇨제	112.9
덴마크	2007	향균제	17
덴마크	2007	진통제	95.9
덴마크	2007	수면제 및 진정제	28.8
덴마크	2007	항우울제	70
덴마크	2008	소화관 및 신진대사	144.9
덴마크	2008	제산제	7.4
덴마크	2008	소화성궤양 및 위장용 약물	42.2
덴마크	2008	당뇨 약물	43.2
덴마크	2008	심장 배당체	5.2
덴마크	2008	항 부정맥제	1.6
덴마크	2008	이뇨제	112.6
덴마크	2008	향균제	16.7
덴마크	2008	진통제	96.8
덴마크	2008	수면제 및 진정제	26.5
덴마크	2008	항우울제	73.6
덴마크	2009	소화관 및 신진대사	149.4
덴마크	2009	제산제	7.1
덴마크	2009	소화성궤양 및 위장용 약물	46.5
덴마크	2009	당뇨 약물	45.1
덴마크	2009	심장 배당체	4.9
덴마크	2009	항 부정맥제	1.5
덴마크	2009	이뇨제	110.2
덴마크	2009	향균제	16.7
덴마크	2009	진통제	96.7
덴마크	2009	수면제 및 진정제	22.3
덴마크	2009	항우울제	78.3
덴마크	2010	소화관 및 신진대사	154.3
덴마크	2010	제산제	7
덴마크	2010	소화성궤양 및 위장용 약물	51.7
덴마크	2010	당뇨 약물	47.6
덴마크	2010	심장 배당체	4.7
덴마크	2010	항 부정맥제	1.5
덴마크	2010	이뇨제	108.5
덴마크	2010	향균제	17.5
덴마크	2010	진통제	97.1
덴마크	2010	수면제 및 진정제	20.8
덴마크	2010	항우울제	84
덴마크	2011	소화관 및 신진대사	157.9
덴마크	2011	제산제	7.1
덴마크	2011	소화성궤양 및 위장용 약물	55.1
덴마크	2011	당뇨 약물	49.4
덴마크	2011	심장 배당체	4.5
덴마크	2011	항 부정맥제	1.6
덴마크	2011	이뇨제	102.6
덴마크	2011	향균제	18.3
덴마크	2011	진통제	97.8
덴마크	2011	수면제 및 진정제	20.9
덴마크	2011	항우울제	85.2
덴마크	2012	소화관 및 신진대사	163.3
덴마크	2012	제산제	7.3
덴마크	2012	소화성궤양 및 위장용 약물	58.3
덴마크	2012	당뇨 약물	51.1
덴마크	2012	심장 배당체	4.3
덴마크	2012	항 부정맥제	1.6
덴마크	2012	이뇨제	98.6
덴마크	2012	향균제	17.4
덴마크	2012	진통제	97.7
덴마크	2012	수면제 및 진정제	20.7
덴마크	2012	항우울제	83.2
덴마크	2013	소화관 및 신진대사	165.4
덴마크	2013	제산제	7.3
덴마크	2013	소화성궤양 및 위장용 약물	60.8
덴마크	2013	당뇨 약물	51.8
덴마크	2013	심장 배당체	4.1
덴마크	2013	항 부정맥제	1.6
덴마크	2013	이뇨제	97
덴마크	2013	향균제	17.5
덴마크	2013	진통제	95.9
덴마크	2013	수면제 및 진정제	19.9
덴마크	2013	항우울제	80
덴마크	2014	소화관 및 신진대사	169.5
덴마크	2014	제산제	7.4
덴마크	2014	소화성궤양 및 위장용 약물	63.4
덴마크	2014	당뇨 약물	52.5
덴마크	2014	심장 배당체	3.9
덴마크	2014	항 부정맥제	1.6
덴마크	2014	이뇨제	94
덴마크	2014	향균제	17.1
덴마크	2014	진통제	90
덴마크	2014	수면제 및 진정제	20
덴마크	2014	항우울제	76.7
덴마크	2015	소화관 및 신진대사	174.2
덴마크	2015	제산제	7.7
덴마크	2015	소화성궤양 및 위장용 약물	66.5
덴마크	2015	당뇨 약물	53.8
덴마크	2015	심장 배당체	3.7
덴마크	2015	항 부정맥제	1.5
덴마크	2015	이뇨제	90.1
덴마크	2015	향균제	17.5
덴마크	2015	진통제	94.8
덴마크	2015	수면제 및 진정제	20
덴마크	2015	항우울제	77
덴마크	2016	소화관 및 신진대사	178
덴마크	2016	제산제	8
덴마크	2016	소화성궤양 및 위장용 약물	68.2
덴마크	2016	당뇨 약물	55.5
덴마크	2016	심장 배당체	3.6
덴마크	2016	항 부정맥제	1.5
덴마크	2016	이뇨제	87.2
덴마크	2016	향균제	17
덴마크	2016	진통제	96.2
덴마크	2016	수면제 및 진정제	19.7
덴마크	2016	항우울제	76.4
덴마크	2017	소화관 및 신진대사	180.2
덴마크	2017	제산제	8.3
덴마크	2017	소화성궤양 및 위장용 약물	68.7
덴마크	2017	당뇨 약물	56.5
덴마크	2017	심장 배당체	3.4
덴마크	2017	항 부정맥제	1.5
덴마크	2017	이뇨제	83.2
덴마크	2017	향균제	16.2
덴마크	2017	진통제	96.1
덴마크	2017	수면제 및 진정제	19
덴마크	2017	항우울제	75.7
덴마크	2018	소화관 및 신진대사	181.9
덴마크	2018	제산제	8.6
덴마크	2018	향균제	15.6
덴마크	2019	소화관 및 신진대사	183.6
덴마크	2019	제산제	7.8
덴마크	2019	향균제	15.3
에스토니아	1999	소화관 및 신진대사	165.9
에스토니아	1999	제산제	0.9
에스토니아	1999	소화성궤양 및 위장용 약물	8
에스토니아	1999	당뇨 약물	14.2
에스토니아	1999	심장 배당체	16.2
에스토니아	1999	항 부정맥제	1.8
에스토니아	1999	이뇨제	15.1
에스토니아	1999	진통제	14.7
에스토니아	1999	수면제 및 진정제	25.2
에스토니아	1999	항우울제	5.2
에스토니아	2000	소화관 및 신진대사	168.1
에스토니아	2000	제산제	1
에스토니아	2000	소화성궤양 및 위장용 약물	10.2
에스토니아	2000	당뇨 약물	15.7
에스토니아	2000	심장 배당체	15.5
에스토니아	2000	항 부정맥제	1.6
에스토니아	2000	이뇨제	16.7
에스토니아	2000	진통제	14.1
에스토니아	2000	수면제 및 진정제	26.4
에스토니아	2000	항우울제	6.4
에스토니아	2001	소화관 및 신진대사	146.6
에스토니아	2001	제산제	1
에스토니아	2001	소화성궤양 및 위장용 약물	11.4
에스토니아	2001	당뇨 약물	17
에스토니아	2001	심장 배당체	14.6
에스토니아	2001	항 부정맥제	2
에스토니아	2001	이뇨제	16.2
에스토니아	2001	향균제	14.4
에스토니아	2001	진통제	10.9
에스토니아	2001	수면제 및 진정제	16.9
에스토니아	2001	항우울제	7.8
에스토니아	2002	소화관 및 신진대사	140
에스토니아	2002	제산제	1
에스토니아	2002	소화성궤양 및 위장용 약물	11.6
에스토니아	2002	당뇨 약물	18.8
에스토니아	2002	심장 배당체	14.1
에스토니아	2002	항 부정맥제	2.4
에스토니아	2002	이뇨제	17.5
에스토니아	2002	향균제	12.4
에스토니아	2002	진통제	10.7
에스토니아	2002	수면제 및 진정제	13.1
에스토니아	2002	항우울제	9
에스토니아	2003	소화관 및 신진대사	132.9
에스토니아	2003	제산제	1
에스토니아	2003	소화성궤양 및 위장용 약물	12.2
에스토니아	2003	당뇨 약물	19.2
에스토니아	2003	심장 배당체	12.6
에스토니아	2003	항 부정맥제	2.7
에스토니아	2003	이뇨제	18.2
에스토니아	2003	향균제	12
에스토니아	2003	진통제	10.8
에스토니아	2003	수면제 및 진정제	11.4
에스토니아	2003	항우울제	10.3
에스토니아	2004	소화관 및 신진대사	146.4
에스토니아	2004	제산제	0.9
에스토니아	2004	소화성궤양 및 위장용 약물	13.5
에스토니아	2004	당뇨 약물	22.5
에스토니아	2004	심장 배당체	12.4
에스토니아	2004	항 부정맥제	3.4
에스토니아	2004	이뇨제	20.7
에스토니아	2004	향균제	11.4
에스토니아	2004	진통제	11.3
에스토니아	2004	수면제 및 진정제	12.4
에스토니아	2004	항우울제	11.9
에스토니아	2005	소화관 및 신진대사	139.9
에스토니아	2005	제산제	1
에스토니아	2005	소화성궤양 및 위장용 약물	15
에스토니아	2005	당뇨 약물	21.1
에스토니아	2005	심장 배당체	10.9
에스토니아	2005	항 부정맥제	3.9
에스토니아	2005	이뇨제	20.9
에스토니아	2005	향균제	12.8
에스토니아	2005	진통제	11.9
에스토니아	2005	수면제 및 진정제	12.1
에스토니아	2005	항우울제	12.4
에스토니아	2006	소화관 및 신진대사	150
에스토니아	2006	제산제	1.2
에스토니아	2006	소화성궤양 및 위장용 약물	17
에스토니아	2006	당뇨 약물	29.7
에스토니아	2006	심장 배당체	10.2
에스토니아	2006	항 부정맥제	3.6
에스토니아	2006	이뇨제	21.6
에스토니아	2006	향균제	11.7
에스토니아	2006	진통제	12.6
에스토니아	2006	수면제 및 진정제	12.9
에스토니아	2006	항우울제	13.7
에스토니아	2007	소화관 및 신진대사	129.7
에스토니아	2007	제산제	1.2
에스토니아	2007	소화성궤양 및 위장용 약물	19.3
에스토니아	2007	당뇨 약물	34
에스토니아	2007	심장 배당체	8.6
에스토니아	2007	항 부정맥제	4.2
에스토니아	2007	이뇨제	21.9
에스토니아	2007	향균제	12.3
에스토니아	2007	진통제	13.8
에스토니아	2007	수면제 및 진정제	14.3
에스토니아	2007	항우울제	14.2
에스토니아	2008	소화관 및 신진대사	130.2
에스토니아	2008	제산제	1.1
에스토니아	2008	소화성궤양 및 위장용 약물	22.4
에스토니아	2008	당뇨 약물	40.2
에스토니아	2008	심장 배당체	8.1
에스토니아	2008	항 부정맥제	4.7
에스토니아	2008	이뇨제	23.2
에스토니아	2008	향균제	12.2
에스토니아	2008	진통제	13.6
에스토니아	2008	수면제 및 진정제	14.9
에스토니아	2008	항우울제	14.7
에스토니아	2009	소화관 및 신진대사	115.9
에스토니아	2009	제산제	1
에스토니아	2009	소화성궤양 및 위장용 약물	22
에스토니아	2009	당뇨 약물	41.3
에스토니아	2009	심장 배당체	6.5
에스토니아	2009	항 부정맥제	4.6
에스토니아	2009	이뇨제	21
에스토니아	2009	향균제	11.2
에스토니아	2009	진통제	13.8
에스토니아	2009	수면제 및 진정제	14.5
에스토니아	2009	항우울제	14.5
에스토니아	2010	소화관 및 신진대사	115.2
에스토니아	2010	제산제	0.9
에스토니아	2010	소화성궤양 및 위장용 약물	23.8
에스토니아	2010	당뇨 약물	45.5
에스토니아	2010	심장 배당체	6.1
에스토니아	2010	항 부정맥제	5
에스토니아	2010	이뇨제	21.7
에스토니아	2010	향균제	11.4
에스토니아	2010	진통제	12.6
에스토니아	2010	수면제 및 진정제	14.8
에스토니아	2010	항우울제	15.9
에스토니아	2011	소화관 및 신진대사	122.7
에스토니아	2011	제산제	0.9
에스토니아	2011	소화성궤양 및 위장용 약물	26.5
에스토니아	2011	당뇨 약물	47.5
에스토니아	2011	심장 배당체	5.4
에스토니아	2011	항 부정맥제	5.3
에스토니아	2011	이뇨제	21.2
에스토니아	2011	향균제	12.4
에스토니아	2011	진통제	13.4
에스토니아	2011	수면제 및 진정제	16.1
에스토니아	2011	항우울제	17.9
에스토니아	2012	소화관 및 신진대사	135.7
에스토니아	2012	제산제	1
에스토니아	2012	소화성궤양 및 위장용 약물	30.8
에스토니아	2012	당뇨 약물	53.1
에스토니아	2012	심장 배당체	5.2
에스토니아	2012	항 부정맥제	6
에스토니아	2012	이뇨제	22.8
에스토니아	2012	향균제	12.2
에스토니아	2012	진통제	14.3
에스토니아	2012	수면제 및 진정제	17.5
에스토니아	2012	항우울제	20.1
에스토니아	2013	소화관 및 신진대사	143
에스토니아	2013	제산제	0.9
에스토니아	2013	소화성궤양 및 위장용 약물	33.8
에스토니아	2013	당뇨 약물	54.6
에스토니아	2013	심장 배당체	4.8
에스토니아	2013	항 부정맥제	6.4
에스토니아	2013	이뇨제	23.4
에스토니아	2013	향균제	12
에스토니아	2013	진통제	15.3
에스토니아	2013	수면제 및 진정제	18.5
에스토니아	2013	항우울제	21.4
에스토니아	2014	소화관 및 신진대사	151.6
에스토니아	2014	제산제	1
에스토니아	2014	소화성궤양 및 위장용 약물	38.8
에스토니아	2014	당뇨 약물	57.3
에스토니아	2014	심장 배당체	4.5
에스토니아	2014	항 부정맥제	6.9
에스토니아	2014	이뇨제	24.3
에스토니아	2014	향균제	11.9
에스토니아	2014	진통제	16.1
에스토니아	2014	수면제 및 진정제	19.6
에스토니아	2014	항우울제	23.3
에스토니아	2015	소화관 및 신진대사	160.5
에스토니아	2015	제산제	1
에스토니아	2015	소화성궤양 및 위장용 약물	42.4
에스토니아	2015	당뇨 약물	59.4
